frame_id,embryo_id,time_idx,cell_name,lineage,x_aligned,y_aligned,z_aligned,mah_dist,entropy,map_time,frame_is_generated,num_cells_in_frame,is_correct,div_delta,confidence_score,config_name
OOS_SPIMA_P4_tid10,OOS_SPIMA_P4,10,P2,P2,2.8740894798060195,1.1929379126355675,0.9751038288031686,1.828962316784197,4.4618338263084935e-10,28.677419354838708,False,7,True,,0.93325203871674,production_model
OOS_SPIMA_P4_tid10,OOS_SPIMA_P4,10,ABar,AB,1.271438351200679,0.9640216798374559,1.255216224101339,4.229376563639376,1.717880623593285e-10,28.677419354838708,False,7,True,,0.9100582111485687,production_model
OOS_SPIMA_P4_tid10,OOS_SPIMA_P4,10,ABal,AB,1.1780613248677103,1.2147476216464486,0.814714688925328,3.8611275474937137,1.7178666050794395e-10,28.677419354838708,False,7,True,,0.8957030060072655,production_model
OOS_SPIMA_P4_tid10,OOS_SPIMA_P4,10,MS,MS,2.0655176475960073,1.58192628420378,1.0545536507632698,0.6099374476449221,5.054565887712248e-05,28.677419354838708,False,7,True,,0.983842975458747,production_model
OOS_SPIMA_P4_tid10,OOS_SPIMA_P4,10,E,E,2.232989659551159,1.5618601878506682,1.0551446311748671,5.088302385301866,0.21884017074062345,28.677419354838708,False,7,True,,0.23154250735521256,production_model
OOS_SPIMA_P4_tid10,OOS_SPIMA_P4,10,ABpl,AB,2.0741368351156777,0.6268604928372583,0.7582851175574288,4.461584125487595,1.717864380533239e-10,28.677419354838708,False,7,True,,0.905974807228737,production_model
OOS_SPIMA_P4_tid10,OOS_SPIMA_P4,10,ABpr,AB,2.273478347137872,0.7991922368687423,1.3816622716098153,4.544638179515524,1.7178643805391486e-10,28.677419354838708,False,7,True,,0.890974807228737,production_model
OOS_SPIMA_P4_tid11,OOS_SPIMA_P4,11,P2,P2,2.884002236310821,1.1527709850335823,0.9938464718177541,0.8644421849822399,1.7368339020240256e-10,28.677419354838708,False,7,True,,0.9745823567650125,production_model
OOS_SPIMA_P4_tid11,OOS_SPIMA_P4,11,ABar,AB,1.302334345124527,0.9224178727503856,1.314840934427307,1.7526903886771414,1.7178666010206366e-10,28.677419354838708,False,7,True,,0.9411462650878115,production_model
OOS_SPIMA_P4_tid11,OOS_SPIMA_P4,11,ABal,AB,1.1712089111029687,1.205225740548007,0.7971754956594947,3.1466877139439524,1.7178666015979774e-10,28.677419354838708,False,7,True,,0.9221378744630927,production_model
OOS_SPIMA_P4_tid11,OOS_SPIMA_P4,11,MS,MS,2.003306326157286,1.6170501159167248,1.0877592103851637,0.18052464063083837,1.5273525288593332e-08,28.677419354838708,False,7,True,,0.980532182776987,production_model
OOS_SPIMA_P4_tid11,OOS_SPIMA_P4,11,E,E,2.337023558531736,1.5425004799709296,1.0140017052400363,1.2638433730694703,0.00017774412495265513,28.677419354838708,False,7,True,,0.9824042454084185,production_model
OOS_SPIMA_P4_tid11,OOS_SPIMA_P4,11,ABpl,AB,2.0704093203486664,0.6638943106663986,0.6465592382409567,2.6261881195190857,1.717864380533239e-10,28.677419354838708,False,7,True,,0.909505366902,production_model
OOS_SPIMA_P4_tid11,OOS_SPIMA_P4,11,ABpr,AB,2.2115583299315653,0.8364734994043164,1.4405342070238847,1.8668085905655318,1.7178643805332395e-10,28.677419354838708,False,7,True,,0.93325203871674,production_model
OOS_SPIMA_P4_tid12,OOS_SPIMA_P4,12,P2,P2,2.8765226483717075,1.114841949883994,1.017889259227075,0.5260503364189616,1.7198598795002782e-10,28.677419354838708,False,7,True,,0.9679376730399741,production_model
OOS_SPIMA_P4_tid12,OOS_SPIMA_P4,12,ABar,AB,1.3650114905237762,0.8776519270087126,1.3243257249514675,1.357568024142532,1.7178666009793035e-10,28.677419354838708,False,7,True,,0.9501771234129948,production_model
OOS_SPIMA_P4_tid12,OOS_SPIMA_P4,12,ABal,AB,1.160568712328569,1.1952796790345834,0.778213451712379,2.4145847812547636,1.717866601046045e-10,28.677419354838708,False,7,True,,0.9100692731854747,production_model
OOS_SPIMA_P4_tid12,OOS_SPIMA_P4,12,MS,MS,1.9972969159241891,1.628354941338333,1.1062072652467947,0.39339853594001917,5.839825246629281e-09,28.677419354838708,False,7,True,,0.980532182776987,production_model
OOS_SPIMA_P4_tid12,OOS_SPIMA_P4,12,E,E,2.37249453002436,1.4886354622252205,1.0127186472946537,0.381794187537581,3.155904403506278e-06,28.677419354838708,False,7,True,,0.9891190309162647,production_model
OOS_SPIMA_P4_tid12,OOS_SPIMA_P4,12,ABpl,AB,2.0160720576050433,0.7174674049628854,0.5786903779409622,2.2054338253875114,1.717864380533239e-10,28.677419354838708,False,7,True,,0.9198347630977072,production_model
OOS_SPIMA_P4_tid12,OOS_SPIMA_P4,12,ABpr,AB,2.1918814904394,0.9181005742998496,1.4766714736425681,0.6428861348966581,1.717864380533241e-10,28.677419354838708,False,7,True,,0.9745823567650125,production_model
OOS_SPIMA_P4_tid13,OOS_SPIMA_P4,13,C,C,2.876681203308831,0.9752926123101247,1.0001508459027484,4.345705004868717,2.5511213939469765e-07,33.016129032258064,False,8,True,,0.9094855373291648,production_model
OOS_SPIMA_P4_tid13,OOS_SPIMA_P4,13,P3,P3,2.9755047769759004,1.2096811792140694,1.0104716570478474,4.344491029803778,0.021561453399630042,33.016129032258064,False,8,True,,0.9319268287766164,production_model
OOS_SPIMA_P4_tid13,OOS_SPIMA_P4,13,ABar,AB,1.4612853651800162,0.852166523404529,1.281945211323953,1.4393454017348073,2.004171039802456e-10,33.016129032258064,False,8,True,,0.9407717376122394,production_model
OOS_SPIMA_P4_tid13,OOS_SPIMA_P4,13,ABal,AB,1.260096143448556,1.2960565487470599,0.8440215141111551,6.658858621853643,2.0041710401987948e-10,33.016129032258064,False,8,True,,0.8675758200975225,production_model
OOS_SPIMA_P4_tid13,OOS_SPIMA_P4,13,MS,MS,2.0057526336098337,1.701703902169055,1.2778224400355078,5.923048686266796,2.004171039802619e-10,33.016129032258064,False,8,True,,0.875452723987624,production_model
OOS_SPIMA_P4_tid13,OOS_SPIMA_P4,13,E,E,2.440918680871358,1.5075384771940152,1.0446849707104287,8.303485348838803,2.0341500810300787e-10,33.016129032258064,False,8,True,,0.8484038231289276,production_model
OOS_SPIMA_P4_tid13,OOS_SPIMA_P4,13,ABpl,AB,2.1229918817308118,0.9871174716355668,0.4672511362592081,2.831014677691334,2.004171039802456e-10,33.016129032258064,False,8,True,,0.9171956224559226,production_model
OOS_SPIMA_P4_tid13,OOS_SPIMA_P4,13,ABpr,AB,2.265393536166914,0.9478456370380614,1.479916575092412,2.826568937026718,2.0041710398025416e-10,33.016129032258064,False,8,True,,0.9171956224559226,production_model
OOS_SPIMA_P4_tid14,OOS_SPIMA_P4,14,C,C,2.8477241500377293,0.9504121520447284,1.0002059536463102,2.8074091987350296,7.3956029212029904e-09,33.016129032258064,False,8,True,,0.9171956224559226,production_model
OOS_SPIMA_P4_tid14,OOS_SPIMA_P4,14,P3,P3,3.014670602604815,1.265401644481989,0.9607771656957562,3.4065731004757627,0.005157583933152155,33.016129032258064,False,8,True,,0.9415037616467966,production_model
OOS_SPIMA_P4_tid14,OOS_SPIMA_P4,14,ABar,AB,1.477461422145076,0.802039567243255,1.306168896552068,0.3893101042253478,2.004171039802456e-10,33.016129032258064,False,8,True,,0.980532182776987,production_model
OOS_SPIMA_P4_tid14,OOS_SPIMA_P4,14,ABal,AB,1.1919809163795991,1.3366586722961267,0.7787683204683109,2.086552244771221,2.0041710398024566e-10,33.016129032258064,False,8,True,,0.9198347630977072,production_model
OOS_SPIMA_P4_tid14,OOS_SPIMA_P4,14,MS,MS,1.8935663068645427,1.697670584622598,1.2984072016567454,3.5996404529134565,2.004171039802456e-10,33.016129032258064,False,8,True,,0.9247632925494745,production_model
OOS_SPIMA_P4_tid14,OOS_SPIMA_P4,14,E,E,2.5747847361679654,1.4189616894043406,1.0422569523639713,2.188524044203868,2.0165446842259938e-10,33.016129032258064,False,8,True,,0.9198347630977072,production_model
OOS_SPIMA_P4_tid14,OOS_SPIMA_P4,14,ABpl,AB,2.1478754320812463,1.0325109437105977,0.49240016145949606,2.4019445160980117,2.004171039802456e-10,33.016129032258064,False,8,True,,0.9100692731854747,production_model
OOS_SPIMA_P4_tid14,OOS_SPIMA_P4,14,ABpr,AB,2.261997933931385,0.9728918175931501,1.5272206004640156,1.8034006261173798,2.0041710398024563e-10,33.016129032258064,False,8,True,,0.9364196798963375,production_model
OOS_SPIMA_P4_tid15,OOS_SPIMA_P4,15,C,C,2.8212399517667723,0.9137990194097552,0.9600347194399609,0.9820316159097033,2.490352524066476e-10,33.016129032258064,False,8,True,,0.9647229070214197,production_model
OOS_SPIMA_P4_tid15,OOS_SPIMA_P4,15,P3,P3,3.052516995381288,1.3094607906491236,0.9505070074934385,2.612787769620851,0.000707057410483868,33.016129032258064,False,8,True,,0.9309407755173709,production_model
OOS_SPIMA_P4_tid15,OOS_SPIMA_P4,15,ABar,AB,1.443238465830505,0.7955516367347688,1.280220194566036,0.5352893628911379,2.004171039802456e-10,33.016129032258064,False,8,True,,0.9679376730399741,production_model
OOS_SPIMA_P4_tid15,OOS_SPIMA_P4,15,ABal,AB,1.1946653255090833,1.329415137910689,0.7919800714168612,2.3738777114884355,2.0041710398024576e-10,33.016129032258064,False,8,True,,0.9184622430140695,production_model
OOS_SPIMA_P4_tid15,OOS_SPIMA_P4,15,MS,MS,1.853788173804971,1.6915857466074895,1.2779528230967994,2.5158887433859136,2.004171039802456e-10,33.016129032258064,False,8,True,,0.9099693619424322,production_model
OOS_SPIMA_P4_tid15,OOS_SPIMA_P4,15,E,E,2.64117754474757,1.395005745965911,1.092353920776991,1.0227455148750018,8.920234163404947e-10,33.016129032258064,False,8,True,,0.9647229070214197,production_model
OOS_SPIMA_P4_tid15,OOS_SPIMA_P4,15,ABpl,AB,2.14334514691877,1.0283790262811245,0.542527739431117,2.347444623658756,2.004171039802459e-10,33.016129032258064,False,8,True,,0.9184622430140695,production_model
OOS_SPIMA_P4_tid15,OOS_SPIMA_P4,15,ABpr,AB,2.2603329219339687,1.0132612665725154,1.510588133280122,1.8507782339774734,2.004171039802461e-10,33.016129032258064,False,8,True,,0.93325203871674,production_model
OOS_SPIMA_P4_tid16,OOS_SPIMA_P4,16,C,C,2.8298226280431154,0.8024286631509134,0.9314721798799519,0.37187317214797,2.0041719891720331e-10,33.016129032258064,False,8,True,,0.980532182776987,production_model
OOS_SPIMA_P4_tid16,OOS_SPIMA_P4,16,P3,P3,3.1065300967896032,1.3524342078656457,1.072331194738905,0.19510910980439264,6.0999485731288605e-06,33.016129032258064,False,8,True,,0.9891190309162647,production_model
OOS_SPIMA_P4_tid16,OOS_SPIMA_P4,16,ABar,AB,1.4652546099609207,0.7772046366054377,1.2867598762660413,0.27762457242758826,2.004171039802456e-10,33.016129032258064,False,8,True,,0.980532182776987,production_model
OOS_SPIMA_P4_tid16,OOS_SPIMA_P4,16,ABal,AB,1.0972819574721486,1.3503869246325746,0.8061381887995039,0.518351291971771,2.004171039802456e-10,33.016129032258064,False,8,True,,0.9679376730399741,production_model
OOS_SPIMA_P4_tid16,OOS_SPIMA_P4,16,MS,MS,1.834164274325418,1.673744579254005,1.2598676748098911,1.7262821724351651,2.004171039802456e-10,33.016129032258064,False,8,True,,0.9407717376122394,production_model
OOS_SPIMA_P4_tid16,OOS_SPIMA_P4,16,E,E,2.6998886710420664,1.4104081470466954,1.055563120389754,0.10992989452476305,3.718553352145085e-08,33.016129032258064,False,8,True,,0.980532182776987,production_model
OOS_SPIMA_P4_tid16,OOS_SPIMA_P4,16,ABpl,AB,2.092524087304265,1.0482470116055294,0.4880750997583526,1.2083670046345663,2.004171039802456e-10,33.016129032258064,False,8,True,,0.9636595646322325,production_model
OOS_SPIMA_P4_tid16,OOS_SPIMA_P4,16,ABpr,AB,2.2848654404927404,1.0615985248116828,1.5059478210670971,1.631914434448433,2.0041710398048965e-10,33.016129032258064,False,8,True,,0.9407717376122394,production_model
OOS_SPIMA_P4_tid17,OOS_SPIMA_P4,17,C,C,2.830347527537227,0.745177085216139,0.9356001437815966,1.5668841276787442,2.0041710423446008e-10,33.016129032258064,False,8,True,,0.9407717376122394,production_model
OOS_SPIMA_P4_tid17,OOS_SPIMA_P4,17,P3,P3,3.146941787413484,1.396591223982694,1.1051677388016714,0.3081103456794977,3.8057284368527884e-07,33.016129032258064,False,8,True,,0.980532182776987,production_model
OOS_SPIMA_P4_tid17,OOS_SPIMA_P4,17,ABar,AB,1.5109446523718415,0.7257826557165282,1.2323895358244086,1.4048643395543163,2.004171039802456e-10,33.016129032258064,False,8,True,,0.9501771234129948,production_model
OOS_SPIMA_P4_tid17,OOS_SPIMA_P4,17,ABal,AB,1.096493284107846,1.4175308114630274,0.7965296652161844,0.6714445843840514,2.004171039802456e-10,33.016129032258064,False,8,True,,0.9745823567650125,production_model
OOS_SPIMA_P4_tid17,OOS_SPIMA_P4,17,MS,MS,1.8132700363986802,1.6653223420351215,1.2646780038084837,1.7976395787289767,2.004171039802456e-10,33.016129032258064,False,8,True,,0.9364196798963375,production_model
OOS_SPIMA_P4_tid17,OOS_SPIMA_P4,17,E,E,2.6993196364642063,1.401622904931164,1.0042153483368494,0.2629412058224175,2.3203084439490913e-08,33.016129032258064,False,8,True,,0.980532182776987,production_model
OOS_SPIMA_P4_tid17,OOS_SPIMA_P4,17,ABpl,AB,2.0077216879772237,1.027833746901376,0.486211461714797,0.8234604377889949,2.004171039802456e-10,33.016129032258064,False,8,True,,0.9745823567650125,production_model
OOS_SPIMA_P4_tid17,OOS_SPIMA_P4,17,ABpr,AB,2.305293301161066,1.0965919024936193,1.581363262738999,1.3519710984112565,2.004171039802523e-10,33.016129032258064,False,8,True,,0.9501771234129948,production_model
OOS_SPIMA_P4_tid18,OOS_SPIMA_P4,18,C,C,2.8048342399265955,0.7230727594776105,0.8678820107099326,3.0916060039220525,2.0041710398247362e-10,33.016129032258064,False,8,True,,0.9268844254596729,production_model
OOS_SPIMA_P4_tid18,OOS_SPIMA_P4,18,P3,P3,3.1141259071945617,1.4220092662458195,1.1799878257270984,1.1917790162034376,3.290603790868217e-06,33.016129032258064,False,8,True,,0.9722464127715102,production_model
OOS_SPIMA_P4_tid18,OOS_SPIMA_P4,18,ABar,AB,1.5661506221584598,0.7080356551033422,1.2783634018209065,1.7562321502015172,2.004171039802456e-10,33.016129032258064,False,8,True,,0.9411462650878115,production_model
OOS_SPIMA_P4_tid18,OOS_SPIMA_P4,18,ABal,AB,1.1172982206965552,1.4562829167917888,0.8264407986510509,2.1009352593911688,2.0041710398024563e-10,33.016129032258064,False,8,True,,0.9198347630977072,production_model
OOS_SPIMA_P4_tid18,OOS_SPIMA_P4,18,MS,MS,1.831652796282381,1.632969650738028,1.2029628375760508,0.344994611790803,2.004171039802456e-10,33.016129032258064,False,8,True,,0.980532182776987,production_model
OOS_SPIMA_P4_tid18,OOS_SPIMA_P4,18,E,E,2.6805846880409723,1.3944403981459326,1.0025675712753228,0.4438502080477196,5.991081956545898e-09,33.016129032258064,False,8,True,,0.9777971227835668,production_model
OOS_SPIMA_P4_tid18,OOS_SPIMA_P4,18,ABpl,AB,2.005663597664109,1.0305374862865517,0.41934104845291165,1.4422824748972536,2.004171039802456e-10,33.016129032258064,False,8,True,,0.9407717376122394,production_model
OOS_SPIMA_P4_tid18,OOS_SPIMA_P4,18,ABpr,AB,2.2900217633402296,1.1091045343370876,1.6286096324527906,2.3136771176370026,2.0041710398024566e-10,33.016129032258064,False,8,True,,0.9184622430140695,production_model
OOS_SPIMA_P4_tid19,OOS_SPIMA_P4,19,C,C,2.858563626502214,0.6295988093222588,0.8717052978091646,8.392304546722693,2.0041710398024744e-10,33.016129032258064,False,8,True,,0.8484038231289276,production_model
OOS_SPIMA_P4_tid19,OOS_SPIMA_P4,19,P3,P3,3.1775606384655988,1.4150479213641243,1.244452674177085,2.3287621085203973,9.894287067222252e-09,33.016129032258064,False,8,True,,0.9184622430140695,production_model
OOS_SPIMA_P4_tid19,OOS_SPIMA_P4,19,ABar,AB,1.6254409394165532,0.7687274286506189,1.1729492136374617,5.922689629149654,2.004171039802456e-10,33.016129032258064,False,8,True,,0.875452723987624,production_model
OOS_SPIMA_P4_tid19,OOS_SPIMA_P4,19,ABal,AB,1.061137061108257,1.443764563080402,0.835967821576481,1.852069297022677,2.004171039802456e-10,33.016129032258064,False,8,True,,0.93325203871674,production_model
OOS_SPIMA_P4_tid19,OOS_SPIMA_P4,19,MS,MS,1.7691976821362327,1.695638753225781,1.1819496719080078,1.3279243951735313,2.004171039802456e-10,33.016129032258064,False,8,True,,0.9501771234129948,production_model
OOS_SPIMA_P4_tid19,OOS_SPIMA_P4,19,E,E,2.6913497783899203,1.4624574514965296,1.023179893704572,0.2827263167208346,5.550503409564849e-09,33.016129032258064,False,8,True,,0.980532182776987,production_model
OOS_SPIMA_P4_tid19,OOS_SPIMA_P4,19,ABpl,AB,1.877631115472338,0.9722777493743328,0.5009342870217643,2.872144010292219,2.004171039802456e-10,33.016129032258064,False,8,True,,0.9206780636751604,production_model
OOS_SPIMA_P4_tid19,OOS_SPIMA_P4,19,ABpr,AB,2.349451080468091,1.0889399961381083,1.575016302289497,0.7509021967239131,2.004171039804133e-10,33.016129032258064,False,8,True,,0.9745823567650125,production_model
OOS_SPIMA_P4_tid20,OOS_SPIMA_P4,20,ABplp,AB,2.120271423692597,1.1594749721131727,0.6239153080919293,2.141760224581697,9.526318693713337e-10,41.285714285714285,False,12,True,,0.9197932844809364,production_model
OOS_SPIMA_P4_tid20,OOS_SPIMA_P4,20,ABala,AB,1.181907777790622,1.4285426305499578,1.0000204088403242,5.572675864362307,0.0009403168829077281,41.285714285714285,False,12,True,,0.8590338001836223,production_model
OOS_SPIMA_P4_tid20,OOS_SPIMA_P4,20,C,C,2.783414431745235,0.5965327570450993,0.8801414345297054,8.260333267284706,3.149415440442291e-10,41.285714285714285,False,12,True,,0.8484038231289276,production_model
OOS_SPIMA_P4_tid20,OOS_SPIMA_P4,20,P3,P3,3.366533603731302,1.1971213890214965,0.9937485247324108,0.4444250146890904,4.7699520926165076e-09,41.285714285714285,False,12,True,,0.9777556441667961,production_model
OOS_SPIMA_P4_tid20,OOS_SPIMA_P4,20,ABara,AB,1.7425287189604228,1.095967190794574,1.3913656224542477,5.673495802428091,0.005417332428856157,41.285714285714285,False,12,True,,0.85542662833487,production_model
OOS_SPIMA_P4_tid20,OOS_SPIMA_P4,20,ABarp,AB,1.834824629805083,0.7796574251976272,1.276031852868177,0.15128505038214068,3.5031684307388595e-10,41.285714285714285,False,12,True,,0.9804907041602161,production_model
OOS_SPIMA_P4_tid20,OOS_SPIMA_P4,20,ABalp,AB,1.371619942075907,1.6839022261520493,1.0042466613314718,3.739735794142127,8.467031274242682e-09,41.285714285714285,False,12,True,,0.9101902701061035,production_model
OOS_SPIMA_P4_tid20,OOS_SPIMA_P4,20,MS,MS,2.0569850253341238,1.8270740667454182,1.2861675434476751,6.550313911458503,3.149413220216931e-10,41.285714285714285,False,12,True,,0.8675758200975225,production_model
OOS_SPIMA_P4_tid20,OOS_SPIMA_P4,20,E,E,2.901080072820571,1.4057201180457701,0.8822287716077071,1.0863244582353064,3.151272106522206e-10,41.285714285714285,False,12,True,,0.9646814284046489,production_model
OOS_SPIMA_P4_tid20,OOS_SPIMA_P4,20,ABpla,AB,1.85430592408271,1.035875960725502,0.7147833385916584,9.612450179003039,0.0002531267048390827,41.285714285714285,False,12,True,,0.8676738724523072,production_model
OOS_SPIMA_P4_tid20,OOS_SPIMA_P4,20,ABpra,AB,2.438787149371013,1.15261321102146,1.6304560569826836,1.4645719795247125,6.102387796198046e-08,41.285714285714285,False,12,True,,0.9407302589954685,production_model
OOS_SPIMA_P4_tid20,OOS_SPIMA_P4,20,ABprp,AB,2.68271952056703,1.284803265230486,1.4747956517169818,4.373694560778594,6.436631101122096e-06,41.285714285714285,False,12,True,,0.9037796688248484,production_model
OOS_SPIMA_P4_tid21,OOS_SPIMA_P4,21,ABplp,AB,2.145418658566475,1.168085203258423,0.6460002745338743,1.5969301397158775,3.4794527807620127e-10,41.285714285714285,False,12,True,,0.9407302589954685,production_model
OOS_SPIMA_P4_tid21,OOS_SPIMA_P4,21,ABala,AB,1.1358676807120638,1.4405950981325808,0.9836851792205329,4.235207191174686,5.747226499661577e-05,41.285714285714285,False,12,True,,0.9179926165003985,production_model
OOS_SPIMA_P4_tid21,OOS_SPIMA_P4,21,C,C,2.7344610711468396,0.6511919120017086,0.8395216730552318,5.137628295711022,3.149415440442291e-10,41.285714285714285,False,12,True,,0.868428006124542,production_model
OOS_SPIMA_P4_tid21,OOS_SPIMA_P4,21,P3,P3,3.3939947476318952,1.161291849468772,0.9286693901285643,0.6203249839154509,5.213767125656382e-10,41.285714285714285,False,12,True,,0.9695408781482416,production_model
OOS_SPIMA_P4_tid21,OOS_SPIMA_P4,21,ABara,AB,1.699751591731178,1.1044512537867717,1.3913063328925075,4.346399225527398,0.0006395967890268733,41.285714285714285,False,12,True,,0.9272288713693736,production_model
OOS_SPIMA_P4_tid21,OOS_SPIMA_P4,21,ABarp,AB,1.8889388839492185,0.7511766521376149,1.2625148225237572,0.8265449078799216,3.1517103241512595e-10,41.285714285714285,False,12,True,,0.9745408781482416,production_model
OOS_SPIMA_P4_tid21,OOS_SPIMA_P4,21,ABalp,AB,1.3740124913999443,1.7229426621715274,0.995174088488445,4.345783606194701,9.758982148254177e-10,41.285714285714285,False,12,True,,0.9094534393793051,production_model
OOS_SPIMA_P4_tid21,OOS_SPIMA_P4,21,MS,MS,2.1225106936101437,1.710486303987102,1.2873687948869903,1.7541254783858613,3.149413219999837e-10,41.285714285714285,False,12,True,,0.9411047864710406,production_model
OOS_SPIMA_P4_tid21,OOS_SPIMA_P4,21,E,E,2.8596724150931454,1.429165693232996,0.8951627947989758,1.6567232462728787,3.1570628894273657e-10,41.285714285714285,False,12,True,,0.9407302589954685,production_model
OOS_SPIMA_P4_tid21,OOS_SPIMA_P4,21,ABpla,AB,1.8366930563046333,0.9931833933775673,0.6792160928497538,7.606924003563458,8.240508780513505e-06,41.285714285714285,False,12,True,,0.8234456241532278,production_model
OOS_SPIMA_P4_tid21,OOS_SPIMA_P4,21,ABpra,AB,2.4131715351488507,1.2023503460464946,1.7271295952317742,1.9811757295227872,8.188983361060914e-10,41.285714285714285,False,12,True,,0.9241493337342886,production_model
OOS_SPIMA_P4_tid21,OOS_SPIMA_P4,21,ABprp,AB,2.730414906014866,1.3125247920367435,1.5222209795185941,3.0909838335303705,4.505255516595198e-07,41.285714285714285,False,12,True,,0.9268523275098133,production_model
OOS_SPIMA_P4_tid22,OOS_SPIMA_P4,22,ABplp,AB,2.1843828474425178,1.1460347082827336,0.6420267461901323,2.039854943267931,3.162082267058492e-10,41.285714285714285,False,12,True,,0.9149338347373437,production_model
OOS_SPIMA_P4_tid22,OOS_SPIMA_P4,22,ABala,AB,1.121399170854754,1.443535158493787,1.0324043948156327,3.2260728549517808,4.435068068218756e-06,41.285714285714285,False,12,True,,0.9364320059587764,production_model
OOS_SPIMA_P4_tid22,OOS_SPIMA_P4,22,C,C,2.7600319807201252,0.6610066267445839,0.857653140939569,4.511930978318089,3.149415440442291e-10,41.285714285714285,False,12,True,,0.9059427092788773,production_model
OOS_SPIMA_P4_tid22,OOS_SPIMA_P4,22,P3,P3,3.390838241182176,1.2114485647306863,0.967266935076119,0.5584404099748376,2.9223954312820368e-09,41.285714285714285,False,12,True,,0.9678961944232033,production_model
