frame_id,slice_id,cost,avg_cost,canonical_time,map_time,is_generated,init_angle,start_rank,mean_entropy,slack_count,mean_confidence,num_cells_assigned,config_name,embryo_id,time_idx,set_match,set_accuracy,positional_accuracy,num_gt_cells,num_pred_cells
OOS_SPIMA_P4_tid74,64,194.64586360115266,3.816585560806915,94.5,97.45652173913044,False,212.0,1,0.039321629020724315,0,0.9061729329385932,51,production_model,OOS_SPIMA_P4,74,1.0,1.0,1.0,51,51
OOS_SPIMA_P4_tid75,66,132.8492566422482,2.5547933969663115,100.5,108.0,False,216.0,1,0.022313609293050277,0,0.9208773303914215,52,production_model,OOS_SPIMA_P4,75,1.0,1.0,1.0,52,52
OOS_SPIMA_P4_tid76,67,116.01262985541747,2.188917544441839,102.0,108.22222222222223,False,216.0,1,0.01011891097657256,0,0.9376195601026053,53,production_model,OOS_SPIMA_P4,76,1.0,1.0,1.0,53,53
OOS_SPIMA_P4_tid77,69,247.6241548484673,4.5856324971938385,102.0,109.0,False,216.0,1,0.13906089859969212,0,0.7567576407681571,54,production_model,OOS_SPIMA_P4,77,0.0,0.8888888888888888,0.8333333333333334,54,54
OOS_SPIMA_P4_tid78,74,196.7517147512582,3.451784469320319,103.5,109.0,False,212.0,1,0.1496878504811573,0,0.7301161016081171,57,production_model,OOS_SPIMA_P4,78,0.0,0.9473684210526315,0.9298245614035088,57,57
OOS_SPIMA_P4_tid80,88,395.4875586233717,5.136202060043788,106.5,111.0,False,216.0,3,0.4182108710609612,0,0.38860130615459826,77,production_model,OOS_SPIMA_P4,80,0.0,0.7662337662337663,0.7142857142857143,77,77
OOS_SPIMA_P4_tid81,102,280.8408425814485,3.343343364064863,108.0,112.0,False,232.00000000000003,2,0.1471747360028014,0,0.6658641114698134,84,production_model,OOS_SPIMA_P4,81,0.0,0.9285714285714286,0.9047619047619048,84,84
OOS_SPIMA_P4_tid82,110,272.56683887221453,3.1693818473513318,108.0,114.0,False,228.00000000000003,2,0.16010302371683452,0,0.6622850590066968,86,production_model,OOS_SPIMA_P4,82,0.0,0.9651162790697675,0.9186046511627907,86,86
OOS_SPIMA_P4_tid83,111,302.05412765027495,3.471886524715804,108.0,115.30327868852459,False,228.00000000000003,2,0.24432917163506512,0,0.6025603295627366,87,production_model,OOS_SPIMA_P4,83,1.0,1.0,0.8735632183908046,87,87
OOS_SPIMA_P4_tid84,111,312.94786388297115,3.597101883712312,108.0,115.30327868852459,False,228.00000000000003,2,0.23051204254039878,0,0.592774748561536,87,production_model,OOS_SPIMA_P4,84,1.0,1.0,0.9770114942528736,87,87
OOS_SPIMA_P4_tid85,111,325.58902651710383,3.7424026036448717,108.0,115.30327868852459,False,228.00000000000003,2,0.25125110622487495,0,0.5757727328647879,87,production_model,OOS_SPIMA_P4,85,1.0,1.0,0.9770114942528736,87,87
OOS_SPIMA_P4_tid86,111,331.8788633066036,3.814699578236823,108.0,115.30327868852459,False,228.00000000000003,2,0.22126554801160958,0,0.5801651784269819,87,production_model,OOS_SPIMA_P4,86,1.0,1.0,0.9770114942528736,87,87
OOS_SPIMA_P4_tid87,111,329.1227271279442,3.7830198520453355,108.0,115.30327868852459,False,224.0,2,0.224040351854121,0,0.5642622699518102,87,production_model,OOS_SPIMA_P4,87,1.0,1.0,0.9770114942528736,87,87
OOS_SPIMA_P4_tid88,111,333.65144549867983,3.8350740861917223,111.75,115.30327868852459,False,224.0,1,0.22708580238229362,0,0.5444871454503912,87,production_model,OOS_SPIMA_P4,88,1.0,1.0,0.9770114942528736,87,87
OOS_SPIMA_P4_tid89,135,270.49603136416863,2.9401742539583546,117.0,123.0,False,232.00000000000003,2,0.11583513149347224,0,0.7389728920872152,92,production_model,OOS_SPIMA_P4,89,1.0,1.0,0.9782608695652174,92,92
OOS_SPIMA_P4_tid90,124,304.6230589211305,3.275516762592801,118.5,123.5,False,228.00000000000003,1,0.20024753595004174,0,0.6475465448173776,93,production_model,OOS_SPIMA_P4,90,0.0,0.9354838709677419,0.8924731182795699,93,93
OOS_SPIMA_P4_tid91,124,321.9292008916603,3.461604310663014,120.0,123.5,False,228.00000000000003,2,0.21017642567269562,0,0.6567233695028065,93,production_model,OOS_SPIMA_P4,91,0.0,0.9354838709677419,0.8924731182795699,93,93
OOS_SPIMA_P4_tid92,126,331.74041490317643,3.492004367401857,121.5,125.0,False,228.00000000000003,2,0.22530238854754617,0,0.6298049271520765,95,production_model,OOS_SPIMA_P4,92,0.0,0.9368421052631579,0.8842105263157894,95,95
OOS_SPIMA_P4_tid93,137,357.49811042041813,3.6855475301074034,123.0,130.88888888888889,False,232.00000000000003,2,0.2344684202566721,0,0.6311340246708965,97,production_model,OOS_SPIMA_P4,93,0.0,0.9690721649484536,0.9484536082474226,97,97
OOS_SPIMA_P4_tid94,140,384.72507550955686,3.8861118738339075,126.75,134.16666666666666,False,236.00000000000003,2,0.24911085641459213,0,0.5837599244355653,99,production_model,OOS_SPIMA_P4,94,1.0,1.0,0.9292929292929293,99,99
OOS_SPIMA_P4_tid95,142,373.448111230423,3.73448111230423,129.0,133.5625,False,236.00000000000003,2,0.2038391339698456,0,0.662883126471877,100,production_model,OOS_SPIMA_P4,95,1.0,1.0,0.98,100,100
OOS_SPIMA_P4_tid96,142,355.10743555618853,3.5510743555618856,129.0,133.5625,False,236.00000000000003,3,0.17725761518219066,0,0.694885422074131,100,production_model,OOS_SPIMA_P4,96,1.0,1.0,0.98,100,100
OOS_SPIMA_P4_tid97,142,337.4873327171449,3.374873327171449,129.0,133.5625,False,232.00000000000003,3,0.1546767016536846,0,0.7213244717120502,100,production_model,OOS_SPIMA_P4,97,1.0,1.0,0.98,100,100
OOS_SPIMA_P4_tid98,142,339.74024576008793,3.3974024576008794,129.0,133.5625,False,228.00000000000003,1,0.157653253857104,0,0.7108940073645326,100,production_model,OOS_SPIMA_P4,98,1.0,1.0,0.96,100,100
OOS_SPIMA_P4_tid99,149,394.02467288431586,3.9402467288431584,129.0,137.0,False,232.00000000000003,2,0.2727892276989564,0,0.5597441180857257,100,production_model,OOS_SPIMA_P4,99,0.0,0.94,0.87,100,100
OOS_SPIMA_P6_tid3,2,18.145748915496036,3.024291485916006,19.5,23.90909090909091,False,32.0,1,8.615852856651382e-05,0,0.9330990473865534,6,production_model,OOS_SPIMA_P6,3,1.0,1.0,1.0,6,6
OOS_SPIMA_P6_tid4,2,9.272212802312794,1.5453688003854655,19.5,23.90909090909091,False,16.0,1,1.0765086296619405e-07,0,0.9524779590718055,6,production_model,OOS_SPIMA_P6,4,1.0,1.0,1.0,6,6
OOS_SPIMA_P6_tid5,2,5.505330677984644,0.9175551129974407,19.5,23.90909090909091,False,12.000000000000002,1,7.875389590529946e-09,0,0.9592799048310353,6,production_model,OOS_SPIMA_P6,5,1.0,1.0,1.0,6,6
OOS_SPIMA_P6_tid6,2,7.318019309907784,1.2196698849846308,21.0,23.90909090909091,False,16.0,1,1.9976967791088857e-09,0,0.9613935966068222,6,production_model,OOS_SPIMA_P6,6,1.0,1.0,1.0,6,6
OOS_SPIMA_P6_tid7,1,10.476930626782408,1.4967043752546298,24.0,28.677419354838708,False,16.0,1,9.148440109669238e-06,0,0.9503173716395652,7,production_model,OOS_SPIMA_P6,7,1.0,1.0,1.0,7,7
OOS_SPIMA_P6_tid8,1,7.699252844463087,1.0998932634947267,24.0,28.677419354838708,False,12.000000000000002,1,5.408574145208039e-08,0,0.9557638558638585,7,production_model,OOS_SPIMA_P6,8,1.0,1.0,1.0,7,7
OOS_SPIMA_P6_tid9,1,7.548484512953278,1.078354930421897,25.5,28.677419354838708,False,16.0,1,5.889412434314416e-10,0,0.9595085253696264,7,production_model,OOS_SPIMA_P6,9,1.0,1.0,1.0,7,7
OOS_SPIMA_P6_tid10,0,16.92588952742232,2.11573619092779,28.5,33.016129032258064,False,348.0,2,0.01114248112282724,0,0.9174421890113662,8,production_model,OOS_SPIMA_P6,10,1.0,1.0,1.0,8,8
OOS_SPIMA_P6_tid11,0,8.392631241344802,1.0490789051681002,28.5,33.016129032258064,False,12.000000000000002,1,6.387592024849189e-05,0,0.9611165032934172,8,production_model,OOS_SPIMA_P6,11,1.0,1.0,1.0,8,8
OOS_SPIMA_P6_tid12,0,7.551186935267136,0.943898366908392,28.5,33.016129032258064,False,8.0,1,0.0008367623183806733,0,0.9653289841828373,8,production_model,OOS_SPIMA_P6,12,1.0,1.0,1.0,8,8
OOS_SPIMA_P6_tid13,0,10.560247968050179,1.3200309960062724,28.5,33.016129032258064,False,4.0,1,0.0002518947105782721,0,0.9494557993879699,8,production_model,OOS_SPIMA_P6,13,1.0,1.0,1.0,8,8
OOS_SPIMA_P6_tid14,0,16.26135692465538,2.0326696155819226,28.5,33.016129032258064,False,0.0,1,9.762610507844437e-06,0,0.9411383085262993,8,production_model,OOS_SPIMA_P6,14,1.0,1.0,1.0,8,8
OOS_SPIMA_P6_tid15,0,24.17685217735862,3.0221065221698273,30.75,33.016129032258064,False,348.0,1,2.155106595202332e-06,0,0.9292114615927178,8,production_model,OOS_SPIMA_P6,15,1.0,1.0,1.0,8,8
OOS_SPIMA_P6_tid16,8,44.56476691116029,3.713730575930024,35.25,41.285714285714285,False,336.0,1,4.986031606300566e-05,0,0.9128929101869558,12,production_model,OOS_SPIMA_P6,16,1.0,1.0,1.0,12,12
OOS_SPIMA_P6_tid17,8,34.10378405139954,2.8419820042832953,36.0,41.285714285714285,False,340.0,1,6.800563651023093e-06,0,0.9242840342102466,12,production_model,OOS_SPIMA_P6,17,1.0,1.0,1.0,12,12
OOS_SPIMA_P6_tid18,8,28.689640659177577,2.390803388264798,36.0,41.285714285714285,False,340.0,1,4.4233904485141994e-07,0,0.9372438946018201,12,production_model,OOS_SPIMA_P6,18,1.0,1.0,1.0,12,12
OOS_SPIMA_P6_tid19,8,24.216682795760352,2.018056899646696,36.0,41.285714285714285,False,340.0,1,3.72145133791805e-08,0,0.9406534556160343,12,production_model,OOS_SPIMA_P6,19,1.0,1.0,1.0,12,12
OOS_SPIMA_P6_tid20,8,23.76748196093433,1.9806234967445275,37.5,41.285714285714285,False,344.0,1,2.8924077326800757e-06,0,0.9380100760871888,12,production_model,OOS_SPIMA_P6,20,1.0,1.0,1.0,12,12
OOS_SPIMA_P6_tid21,9,28.673418889293394,2.2056476068687227,40.5,48.0,False,352.0,1,0.00667809846920569,0,0.9316652456856546,13,production_model,OOS_SPIMA_P6,21,1.0,1.0,1.0,13,13
OOS_SPIMA_P6_tid22,10,41.54353314803138,2.9673952248593842,42.0,49.66129032258065,False,356.0,1,0.002147479848948944,0,0.9233448473046914,14,production_model,OOS_SPIMA_P6,22,1.0,1.0,1.0,14,14
OOS_SPIMA_P6_tid23,10,23.932181426740854,1.7094415304814896,42.0,49.66129032258065,False,352.0,1,5.838387312849724e-05,0,0.9476012164637578,14,production_model,OOS_SPIMA_P6,23,1.0,1.0,1.0,14,14
